[front_panel]
mode=T1 - R1
output=10 dB
gain=15 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=150
sound speed=2750
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [µs]	Amplitude	HF-filtered	Amplitude-filtered	
1,796E+01	2,242E-01	0,000E+00	0,000E+00	
1,800E+01	2,362E-01	0,000E+00	0,000E+00	
1,804E+01	2,461E-01	0,000E+00	0,000E+00	
1,808E+01	2,536E-01	0,000E+00	0,000E+00	
1,812E+01	2,584E-01	0,000E+00	0,000E+00	
1,816E+01	2,606E-01	0,000E+00	0,000E+00	
1,820E+01	2,603E-01	0,000E+00	0,000E+00	
1,824E+01	2,576E-01	0,000E+00	0,000E+00	
1,828E+01	2,530E-01	0,000E+00	0,000E+00	
1,832E+01	2,468E-01	0,000E+00	0,000E+00	
1,836E+01	2,393E-01	0,000E+00	0,000E+00	
1,840E+01	2,311E-01	0,000E+00	0,000E+00	
1,844E+01	2,224E-01	0,000E+00	0,000E+00	
1,848E+01	2,136E-01	0,000E+00	0,000E+00	
1,852E+01	2,050E-01	0,000E+00	0,000E+00	
1,856E+01	1,967E-01	0,000E+00	0,000E+00	
1,860E+01	1,891E-01	0,000E+00	0,000E+00	
1,864E+01	1,823E-01	0,000E+00	0,000E+00	
1,868E+01	1,764E-01	0,000E+00	0,000E+00	
1,872E+01	1,715E-01	0,000E+00	0,000E+00	
1,876E+01	1,677E-01	0,000E+00	0,000E+00	
1,880E+01	1,651E-01	0,000E+00	0,000E+00	
1,884E+01	1,637E-01	0,000E+00	0,000E+00	
1,888E+01	1,634E-01	0,000E+00	0,000E+00	
1,892E+01	1,642E-01	0,000E+00	0,000E+00	
1,896E+01	1,661E-01	0,000E+00	0,000E+00	
1,900E+01	1,690E-01	0,000E+00	0,000E+00	
1,904E+01	1,726E-01	0,000E+00	0,000E+00	
1,908E+01	1,769E-01	0,000E+00	0,000E+00	
1,912E+01	1,817E-01	0,000E+00	0,000E+00	
1,916E+01	1,867E-01	0,000E+00	0,000E+00	
1,920E+01	1,919E-01	0,000E+00	0,000E+00	
1,924E+01	1,969E-01	0,000E+00	0,000E+00	
1,928E+01	2,018E-01	0,000E+00	0,000E+00	
1,932E+01	2,062E-01	0,000E+00	0,000E+00	
1,936E+01	2,102E-01	0,000E+00	0,000E+00	
1,940E+01	2,135E-01	0,000E+00	0,000E+00	
1,944E+01	2,160E-01	0,000E+00	0,000E+00	
1,948E+01	2,177E-01	0,000E+00	0,000E+00	
1,952E+01	2,185E-01	0,000E+00	0,000E+00	
1,956E+01	2,183E-01	0,000E+00	0,000E+00	
1,960E+01	2,172E-01	0,000E+00	0,000E+00	
1,964E+01	2,151E-01	0,000E+00	0,000E+00	
1,968E+01	2,120E-01	0,000E+00	0,000E+00	
1,972E+01	2,079E-01	0,000E+00	0,000E+00	
1,976E+01	2,028E-01	0,000E+00	0,000E+00	
1,980E+01	1,968E-01	0,000E+00	0,000E+00	
1,984E+01	1,899E-01	0,000E+00	0,000E+00	
1,988E+01	1,821E-01	0,000E+00	0,000E+00	
1,992E+01	1,735E-01	0,000E+00	0,000E+00	
1,996E+01	1,642E-01	0,000E+00	0,000E+00	
2,000E+01	1,544E-01	0,000E+00	0,000E+00	
2,004E+01	1,442E-01	0,000E+00	0,000E+00	
2,008E+01	1,338E-01	0,000E+00	0,000E+00	
2,012E+01	1,236E-01	0,000E+00	0,000E+00	
2,016E+01	1,139E-01	0,000E+00	0,000E+00	
2,020E+01	1,051E-01	0,000E+00	0,000E+00	
2,024E+01	9,736E-02	0,000E+00	0,000E+00	
2,028E+01	9,109E-02	0,000E+00	0,000E+00	
2,032E+01	8,646E-02	0,000E+00	0,000E+00	
2,036E+01	8,356E-02	0,000E+00	0,000E+00	
2,040E+01	8,241E-02	0,000E+00	0,000E+00	
2,044E+01	8,289E-02	0,000E+00	0,000E+00	
2,048E+01	8,480E-02	0,000E+00	0,000E+00	
2,052E+01	8,783E-02	0,000E+00	0,000E+00	
2,056E+01	9,165E-02	0,000E+00	0,000E+00	
2,060E+01	9,589E-02	0,000E+00	0,000E+00	
2,064E+01	1,002E-01	0,000E+00	0,000E+00	
2,068E+01	1,043E-01	0,000E+00	0,000E+00	
2,072E+01	1,081E-01	0,000E+00	0,000E+00	
2,076E+01	1,113E-01	0,000E+00	0,000E+00	
2,080E+01	1,139E-01	0,000E+00	0,000E+00	
2,084E+01	1,161E-01	0,000E+00	0,000E+00	
2,088E+01	1,181E-01	0,000E+00	0,000E+00	
2,092E+01	1,199E-01	0,000E+00	0,000E+00	
2,096E+01	1,220E-01	0,000E+00	0,000E+00	
2,100E+01	1,245E-01	0,000E+00	0,000E+00	
2,104E+01	1,278E-01	0,000E+00	0,000E+00	
2,108E+01	1,320E-01	0,000E+00	0,000E+00	
2,112E+01	1,373E-01	0,000E+00	0,000E+00	
2,116E+01	1,439E-01	0,000E+00	0,000E+00	
2,120E+01	1,517E-01	0,000E+00	0,000E+00	
2,124E+01	1,608E-01	0,000E+00	0,000E+00	
2,128E+01	1,711E-01	0,000E+00	0,000E+00	
2,132E+01	1,823E-01	0,000E+00	0,000E+00	
2,136E+01	1,943E-01	0,000E+00	0,000E+00	
2,140E+01	2,067E-01	0,000E+00	0,000E+00	
2,144E+01	2,191E-01	0,000E+00	0,000E+00	
2,148E+01	2,311E-01	0,000E+00	0,000E+00	
2,152E+01	2,423E-01	0,000E+00	0,000E+00	
2,156E+01	2,521E-01	0,000E+00	0,000E+00	
2,160E+01	2,602E-01	0,000E+00	0,000E+00	
2,164E+01	2,660E-01	0,000E+00	0,000E+00	
2,168E+01	2,693E-01	0,000E+00	0,000E+00	
2,172E+01	2,698E-01	0,000E+00	0,000E+00	
2,176E+01	2,674E-01	0,000E+00	0,000E+00	
2,180E+01	2,620E-01	0,000E+00	0,000E+00	
2,184E+01	2,538E-01	0,000E+00	0,000E+00	
2,188E+01	2,429E-01	0,000E+00	0,000E+00	
2,192E+01	2,297E-01	0,000E+00	0,000E+00	
2,196E+01	2,146E-01	0,000E+00	0,000E+00	
2,200E+01	1,982E-01	0,000E+00	0,000E+00	
2,204E+01	1,810E-01	0,000E+00	0,000E+00	
2,208E+01	1,636E-01	0,000E+00	0,000E+00	
2,212E+01	1,467E-01	0,000E+00	0,000E+00	
2,216E+01	1,308E-01	0,000E+00	0,000E+00	
2,220E+01	1,166E-01	0,000E+00	0,000E+00	
2,224E+01	1,045E-01	0,000E+00	0,000E+00	
2,228E+01	9,491E-02	0,000E+00	0,000E+00	
2,232E+01	8,801E-02	0,000E+00	0,000E+00	
2,236E+01	8,390E-02	0,000E+00	0,000E+00	
2,240E+01	8,251E-02	0,000E+00	0,000E+00	
2,244E+01	8,358E-02	0,000E+00	0,000E+00	
2,248E+01	8,677E-02	0,000E+00	0,000E+00	
2,252E+01	9,159E-02	0,000E+00	0,000E+00	
2,256E+01	9,751E-02	0,000E+00	0,000E+00	
2,260E+01	1,040E-01	0,000E+00	0,000E+00	
2,264E+01	1,103E-01	0,000E+00	0,000E+00	
2,268E+01	1,161E-01	0,000E+00	0,000E+00	
2,272E+01	1,209E-01	0,000E+00	0,000E+00	
2,276E+01	1,243E-01	0,000E+00	0,000E+00	
2,280E+01	1,260E-01	0,000E+00	0,000E+00	
2,284E+01	1,259E-01	0,000E+00	0,000E+00	
2,288E+01	1,240E-01	0,000E+00	0,000E+00	
2,292E+01	1,204E-01	0,000E+00	0,000E+00	
2,296E+01	1,152E-01	0,000E+00	0,000E+00	
2,300E+01	1,088E-01	0,000E+00	0,000E+00	
2,304E+01	1,014E-01	0,000E+00	0,000E+00	
2,308E+01	9,360E-02	0,000E+00	0,000E+00	
2,312E+01	8,577E-02	0,000E+00	0,000E+00	
2,316E+01	7,841E-02	0,000E+00	0,000E+00	
2,320E+01	7,196E-02	0,000E+00	0,000E+00	
2,324E+01	6,683E-02	0,000E+00	0,000E+00	
2,328E+01	6,333E-02	0,000E+00	0,000E+00	
2,332E+01	6,168E-02	0,000E+00	0,000E+00	
2,336E+01	6,197E-02	0,000E+00	0,000E+00	
2,340E+01	6,415E-02	0,000E+00	0,000E+00	
2,344E+01	6,808E-02	0,000E+00	0,000E+00	
2,348E+01	7,352E-02	0,000E+00	0,000E+00	
2,352E+01	8,014E-02	0,000E+00	0,000E+00	
2,356E+01	8,759E-02	0,000E+00	0,000E+00	
2,360E+01	9,551E-02	0,000E+00	0,000E+00	
2,364E+01	1,036E-01	0,000E+00	0,000E+00	
2,368E+01	1,114E-01	0,000E+00	0,000E+00	
2,372E+01	1,189E-01	0,000E+00	0,000E+00	
2,376E+01	1,257E-01	0,000E+00	0,000E+00	
2,380E+01	1,320E-01	0,000E+00	0,000E+00	
2,384E+01	1,375E-01	0,000E+00	0,000E+00	
2,388E+01	1,425E-01	0,000E+00	0,000E+00	
2,392E+01	1,469E-01	0,000E+00	0,000E+00	
2,396E+01	1,508E-01	0,000E+00	0,000E+00	
2,400E+01	1,545E-01	0,000E+00	0,000E+00	
2,404E+01	1,579E-01	0,000E+00	0,000E+00	
2,408E+01	1,611E-01	0,000E+00	0,000E+00	
2,412E+01	1,641E-01	0,000E+00	0,000E+00	
2,416E+01	1,669E-01	0,000E+00	0,000E+00	
2,420E+01	1,694E-01	0,000E+00	0,000E+00	
2,424E+01	1,714E-01	0,000E+00	0,000E+00	
2,428E+01	1,730E-01	0,000E+00	0,000E+00	
2,432E+01	1,740E-01	0,000E+00	0,000E+00	
2,436E+01	1,742E-01	0,000E+00	0,000E+00	
2,440E+01	1,735E-01	0,000E+00	0,000E+00	
2,444E+01	1,719E-01	0,000E+00	0,000E+00	
2,448E+01	1,691E-01	0,000E+00	0,000E+00	
2,452E+01	1,652E-01	0,000E+00	0,000E+00	
2,456E+01	1,601E-01	0,000E+00	0,000E+00	
2,460E+01	1,539E-01	0,000E+00	0,000E+00	
2,464E+01	1,465E-01	0,000E+00	0,000E+00	
2,468E+01	1,382E-01	0,000E+00	0,000E+00	
2,472E+01	1,292E-01	0,000E+00	0,000E+00	
2,476E+01	1,197E-01	0,000E+00	0,000E+00	
2,480E+01	1,101E-01	0,000E+00	0,000E+00	
2,484E+01	1,007E-01	0,000E+00	0,000E+00	
2,488E+01	9,178E-02	0,000E+00	0,000E+00	
2,492E+01	8,375E-02	0,000E+00	0,000E+00	
2,496E+01	7,687E-02	0,000E+00	0,000E+00	
2,500E+01	7,135E-02	0,000E+00	0,000E+00	
2,504E+01	6,733E-02	0,000E+00	0,000E+00	
2,508E+01	6,484E-02	0,000E+00	0,000E+00	
2,512E+01	6,384E-02	0,000E+00	0,000E+00	
2,516E+01	6,417E-02	0,000E+00	0,000E+00	
2,520E+01	6,564E-02	0,000E+00	0,000E+00	
2,524E+01	6,800E-02	0,000E+00	0,000E+00	
2,528E+01	7,098E-02	0,000E+00	0,000E+00	
2,532E+01	7,431E-02	0,000E+00	0,000E+00	
2,536E+01	7,774E-02	0,000E+00	0,000E+00	
2,540E+01	8,104E-02	0,000E+00	0,000E+00	
2,544E+01	8,401E-02	0,000E+00	0,000E+00	
2,548E+01	8,651E-02	0,000E+00	0,000E+00	
2,552E+01	8,842E-02	0,000E+00	0,000E+00	
2,556E+01	8,964E-02	0,000E+00	0,000E+00	
2,560E+01	9,013E-02	0,000E+00	0,000E+00	
2,564E+01	8,986E-02	0,000E+00	0,000E+00	
2,568E+01	8,884E-02	0,000E+00	0,000E+00	
2,572E+01	8,711E-02	0,000E+00	0,000E+00	
2,576E+01	8,476E-02	0,000E+00	0,000E+00	
2,580E+01	8,188E-02	0,000E+00	0,000E+00	
2,584E+01	7,860E-02	0,000E+00	0,000E+00	
2,588E+01	7,508E-02	0,000E+00	0,000E+00	
2,592E+01	7,145E-02	0,000E+00	0,000E+00	
2,596E+01	6,785E-02	0,000E+00	0,000E+00	
2,600E+01	6,440E-02	0,000E+00	0,000E+00	
2,604E+01	6,117E-02	0,000E+00	0,000E+00	
2,608E+01	5,823E-02	0,000E+00	0,000E+00	
2,612E+01	5,558E-02	0,000E+00	0,000E+00	
2,616E+01	5,325E-02	0,000E+00	0,000E+00	
2,620E+01	5,123E-02	0,000E+00	0,000E+00	
2,624E+01	4,951E-02	0,000E+00	0,000E+00	
2,628E+01	4,811E-02	0,000E+00	0,000E+00	
2,632E+01	4,704E-02	0,000E+00	0,000E+00	
2,636E+01	4,637E-02	0,000E+00	0,000E+00	
2,640E+01	4,613E-02	0,000E+00	0,000E+00	
2,644E+01	4,639E-02	0,000E+00	0,000E+00	
2,648E+01	4,722E-02	0,000E+00	0,000E+00	
2,652E+01	4,864E-02	0,000E+00	0,000E+00	
2,656E+01	5,067E-02	0,000E+00	0,000E+00	
2,660E+01	5,331E-02	0,000E+00	0,000E+00	
2,664E+01	5,653E-02	0,000E+00	0,000E+00	
2,668E+01	6,025E-02	0,000E+00	0,000E+00	
2,672E+01	6,441E-02	0,000E+00	0,000E+00	
2,676E+01	6,890E-02	0,000E+00	0,000E+00	
2,680E+01	7,361E-02	0,000E+00	0,000E+00	
2,684E+01	7,845E-02	0,000E+00	0,000E+00	
2,688E+01	8,328E-02	0,000E+00	0,000E+00	
2,692E+01	8,799E-02	0,000E+00	0,000E+00	
2,696E+01	9,246E-02	0,000E+00	0,000E+00	
2,700E+01	9,655E-02	0,000E+00	0,000E+00	
2,704E+01	1,001E-01	0,000E+00	0,000E+00	
2,708E+01	1,030E-01	0,000E+00	0,000E+00	
2,712E+01	1,051E-01	0,000E+00	0,000E+00	
2,716E+01	1,063E-01	0,000E+00	0,000E+00	
2,720E+01	1,065E-01	0,000E+00	0,000E+00	
2,724E+01	1,056E-01	0,000E+00	0,000E+00	
2,728E+01	1,035E-01	0,000E+00	0,000E+00	
2,732E+01	1,005E-01	0,000E+00	0,000E+00	
2,736E+01	9,661E-02	0,000E+00	0,000E+00	
2,740E+01	9,207E-02	0,000E+00	0,000E+00	
2,744E+01	8,714E-02	0,000E+00	0,000E+00	
2,748E+01	8,216E-02	0,000E+00	0,000E+00	
2,752E+01	7,745E-02	0,000E+00	0,000E+00	
2,756E+01	7,335E-02	0,000E+00	0,000E+00	
2,760E+01	7,012E-02	0,000E+00	0,000E+00	
2,764E+01	6,797E-02	0,000E+00	0,000E+00	
2,768E+01	6,704E-02	0,000E+00	0,000E+00	
2,772E+01	6,735E-02	0,000E+00	0,000E+00	
2,776E+01	6,884E-02	0,000E+00	0,000E+00	
2,780E+01	7,134E-02	0,000E+00	0,000E+00	
2,784E+01	7,463E-02	0,000E+00	0,000E+00	
2,788E+01	7,845E-02	0,000E+00	0,000E+00	
2,792E+01	8,253E-02	0,000E+00	0,000E+00	
2,796E+01	8,658E-02	0,000E+00	0,000E+00	
2,800E+01	9,037E-02	0,000E+00	0,000E+00	
2,804E+01	9,372E-02	0,000E+00	0,000E+00	
2,808E+01	9,650E-02	0,000E+00	0,000E+00	
2,812E+01	9,864E-02	0,000E+00	0,000E+00	
2,816E+01	1,001E-01	0,000E+00	0,000E+00	
2,820E+01	1,010E-01	0,000E+00	0,000E+00	
2,824E+01	1,013E-01	0,000E+00	0,000E+00	
2,828E+01	1,012E-01	0,000E+00	0,000E+00	
2,832E+01	1,006E-01	0,000E+00	0,000E+00	
2,836E+01	9,977E-02	0,000E+00	0,000E+00	
2,840E+01	9,874E-02	0,000E+00	0,000E+00	
2,844E+01	9,757E-02	0,000E+00	0,000E+00	
2,848E+01	9,634E-02	0,000E+00	0,000E+00	
2,852E+01	9,511E-02	0,000E+00	0,000E+00	
2,856E+01	9,392E-02	0,000E+00	0,000E+00	
2,860E+01	9,280E-02	0,000E+00	0,000E+00	
2,864E+01	9,177E-02	0,000E+00	0,000E+00	
2,868E+01	9,085E-02	0,000E+00	0,000E+00	
2,872E+01	9,006E-02	0,000E+00	0,000E+00	
2,876E+01	8,939E-02	0,000E+00	0,000E+00	
2,880E+01	8,886E-02	0,000E+00	0,000E+00	
2,884E+01	8,846E-02	0,000E+00	0,000E+00	
2,888E+01	8,818E-02	0,000E+00	0,000E+00	
2,892E+01	8,801E-02	0,000E+00	0,000E+00	
2,896E+01	8,793E-02	0,000E+00	0,000E+00	
2,900E+01	8,792E-02	0,000E+00	0,000E+00	
2,904E+01	8,798E-02	0,000E+00	0,000E+00	
2,908E+01	8,809E-02	0,000E+00	0,000E+00	
2,912E+01	8,826E-02	0,000E+00	0,000E+00	
2,916E+01	8,852E-02	0,000E+00	0,000E+00	
2,920E+01	8,889E-02	0,000E+00	0,000E+00	
2,924E+01	8,942E-02	0,000E+00	0,000E+00	
2,928E+01	9,013E-02	0,000E+00	0,000E+00	
2,932E+01	9,106E-02	0,000E+00	0,000E+00	
2,936E+01	9,219E-02	0,000E+00	0,000E+00	
2,940E+01	9,350E-02	0,000E+00	0,000E+00	
2,944E+01	9,493E-02	0,000E+00	0,000E+00	
2,948E+01	9,638E-02	0,000E+00	0,000E+00	
2,952E+01	9,773E-02	0,000E+00	0,000E+00	
2,956E+01	9,885E-02	0,000E+00	0,000E+00	
2,960E+01	9,961E-02	0,000E+00	0,000E+00	
2,964E+01	9,992E-02	0,000E+00	0,000E+00	
2,968E+01	9,969E-02	0,000E+00	0,000E+00	
2,972E+01	9,889E-02	0,000E+00	0,000E+00	
2,976E+01	9,755E-02	0,000E+00	0,000E+00	
2,980E+01	9,575E-02	0,000E+00	0,000E+00	
2,984E+01	9,359E-02	0,000E+00	0,000E+00	
2,988E+01	9,123E-02	0,000E+00	0,000E+00	
2,992E+01	8,882E-02	0,000E+00	0,000E+00	
2,996E+01	8,652E-02	0,000E+00	0,000E+00	
3,000E+01	8,445E-02	0,000E+00	0,000E+00	
3,004E+01	8,272E-02	0,000E+00	0,000E+00	
3,008E+01	8,136E-02	0,000E+00	0,000E+00	
3,012E+01	8,037E-02	0,000E+00	0,000E+00	
3,016E+01	7,969E-02	0,000E+00	0,000E+00	
3,020E+01	7,925E-02	0,000E+00	0,000E+00	
3,024E+01	7,894E-02	0,000E+00	0,000E+00	
3,028E+01	7,865E-02	0,000E+00	0,000E+00	
3,032E+01	7,829E-02	0,000E+00	0,000E+00	
3,036E+01	7,779E-02	0,000E+00	0,000E+00	
3,040E+01	7,710E-02	0,000E+00	0,000E+00	
3,044E+01	7,619E-02	0,000E+00	0,000E+00	
3,048E+01	7,506E-02	0,000E+00	0,000E+00	
3,052E+01	7,372E-02	0,000E+00	0,000E+00	
3,056E+01	7,215E-02	0,000E+00	0,000E+00	
3,060E+01	7,036E-02	0,000E+00	0,000E+00	
3,064E+01	6,834E-02	0,000E+00	0,000E+00	
3,068E+01	6,604E-02	0,000E+00	0,000E+00	
3,072E+01	6,346E-02	0,000E+00	0,000E+00	
3,076E+01	6,056E-02	0,000E+00	0,000E+00	
3,080E+01	5,734E-02	0,000E+00	0,000E+00	
3,084E+01	5,382E-02	0,000E+00	0,000E+00	
3,088E+01	5,006E-02	0,000E+00	0,000E+00	
3,092E+01	4,611E-02	0,000E+00	0,000E+00	
3,096E+01	4,209E-02	0,000E+00	0,000E+00	
3,100E+01	3,811E-02	0,000E+00	0,000E+00	
3,104E+01	3,427E-02	0,000E+00	0,000E+00	
3,108E+01	3,070E-02	0,000E+00	0,000E+00	
3,112E+01	2,748E-02	0,000E+00	0,000E+00	
3,116E+01	2,470E-02	0,000E+00	0,000E+00	
3,120E+01	2,240E-02	0,000E+00	0,000E+00	
3,124E+01	2,061E-02	0,000E+00	0,000E+00	
3,128E+01	1,934E-02	0,000E+00	0,000E+00	
3,132E+01	1,857E-02	0,000E+00	0,000E+00	
3,136E+01	1,827E-02	0,000E+00	0,000E+00	
3,140E+01	1,837E-02	0,000E+00	0,000E+00	
3,144E+01	1,881E-02	0,000E+00	0,000E+00	
3,148E+01	1,950E-02	0,000E+00	0,000E+00	
3,152E+01	2,038E-02	0,000E+00	0,000E+00	
3,156E+01	2,134E-02	0,000E+00	0,000E+00	
3,160E+01	2,232E-02	0,000E+00	0,000E+00	
3,164E+01	2,325E-02	0,000E+00	0,000E+00	
3,168E+01	2,409E-02	0,000E+00	0,000E+00	
3,172E+01	2,482E-02	0,000E+00	0,000E+00	
3,176E+01	2,544E-02	0,000E+00	0,000E+00	
3,180E+01	2,596E-02	0,000E+00	0,000E+00	
3,184E+01	2,643E-02	0,000E+00	0,000E+00	
3,188E+01	2,688E-02	0,000E+00	0,000E+00	
3,192E+01	2,735E-02	0,000E+00	0,000E+00	
3,196E+01	2,789E-02	0,000E+00	0,000E+00	
3,200E+01	2,853E-02	0,000E+00	0,000E+00	
3,204E+01	2,927E-02	0,000E+00	0,000E+00	
3,208E+01	3,011E-02	0,000E+00	0,000E+00	
3,212E+01	3,101E-02	0,000E+00	0,000E+00	
3,216E+01	3,192E-02	0,000E+00	0,000E+00	
3,220E+01	3,277E-02	0,000E+00	0,000E+00	
3,224E+01	3,350E-02	0,000E+00	0,000E+00	
3,228E+01	3,402E-02	0,000E+00	0,000E+00	
3,232E+01	3,428E-02	0,000E+00	0,000E+00	
3,236E+01	3,425E-02	0,000E+00	0,000E+00	
3,240E+01	3,393E-02	0,000E+00	0,000E+00	
3,244E+01	3,334E-02	0,000E+00	0,000E+00	
3,248E+01	3,253E-02	0,000E+00	0,000E+00	
3,252E+01	3,159E-02	0,000E+00	0,000E+00	
3,256E+01	3,062E-02	0,000E+00	0,000E+00	
3,260E+01	2,972E-02	0,000E+00	0,000E+00	
3,264E+01	2,898E-02	0,000E+00	0,000E+00	
3,268E+01	2,848E-02	0,000E+00	0,000E+00	
3,272E+01	2,829E-02	0,000E+00	0,000E+00	
3,276E+01	2,841E-02	0,000E+00	0,000E+00	
3,280E+01	2,884E-02	0,000E+00	0,000E+00	
3,284E+01	2,955E-02	0,000E+00	0,000E+00	
3,288E+01	3,048E-02	0,000E+00	0,000E+00	
3,292E+01	3,158E-02	0,000E+00	0,000E+00	
3,296E+01	3,277E-02	0,000E+00	0,000E+00	
3,300E+01	3,403E-02	0,000E+00	0,000E+00	
3,304E+01	3,530E-02	0,000E+00	0,000E+00	
3,308E+01	3,660E-02	0,000E+00	0,000E+00	
3,312E+01	3,793E-02	0,000E+00	0,000E+00	
3,316E+01	3,934E-02	0,000E+00	0,000E+00	
3,320E+01	4,089E-02	0,000E+00	0,000E+00	
3,324E+01	4,263E-02	0,000E+00	0,000E+00	
3,328E+01	4,464E-02	0,000E+00	0,000E+00	
3,332E+01	4,696E-02	0,000E+00	0,000E+00	
3,336E+01	4,961E-02	0,000E+00	0,000E+00	
3,340E+01	5,258E-02	0,000E+00	0,000E+00	
3,344E+01	5,581E-02	0,000E+00	0,000E+00	
3,348E+01	5,921E-02	0,000E+00	0,000E+00	
3,352E+01	6,265E-02	0,000E+00	0,000E+00	
3,356E+01	6,596E-02	0,000E+00	0,000E+00	
3,360E+01	6,898E-02	0,000E+00	0,000E+00	
3,364E+01	7,155E-02	0,000E+00	0,000E+00	
3,368E+01	7,350E-02	0,000E+00	0,000E+00	
3,372E+01	7,472E-02	0,000E+00	0,000E+00	
3,376E+01	7,514E-02	0,000E+00	0,000E+00	
3,380E+01	7,473E-02	0,000E+00	0,000E+00	
3,384E+01	7,352E-02	0,000E+00	0,000E+00	
3,388E+01	7,156E-02	0,000E+00	0,000E+00	
3,392E+01	6,895E-02	0,000E+00	0,000E+00	
3,396E+01	6,583E-02	0,000E+00	0,000E+00	
3,400E+01	6,234E-02	0,000E+00	0,000E+00	
3,404E+01	5,862E-02	0,000E+00	0,000E+00	
3,408E+01	5,485E-02	0,000E+00	0,000E+00	
3,412E+01	5,118E-02	0,000E+00	0,000E+00	
3,416E+01	4,776E-02	0,000E+00	0,000E+00	
3,420E+01	4,475E-02	0,000E+00	0,000E+00	
3,424E+01	4,228E-02	0,000E+00	0,000E+00	
3,428E+01	4,046E-02	0,000E+00	0,000E+00	
3,432E+01	3,938E-02	0,000E+00	0,000E+00	
3,436E+01	3,908E-02	0,000E+00	0,000E+00	
3,440E+01	3,956E-02	0,000E+00	0,000E+00	
3,444E+01	4,076E-02	0,000E+00	0,000E+00	
3,448E+01	4,260E-02	0,000E+00	0,000E+00	
3,452E+01	4,491E-02	0,000E+00	0,000E+00	
3,456E+01	4,753E-02	0,000E+00	0,000E+00	
3,460E+01	5,023E-02	0,000E+00	0,000E+00	
3,464E+01	5,280E-02	0,000E+00	0,000E+00	
3,468E+01	5,506E-02	0,000E+00	0,000E+00	
3,472E+01	5,682E-02	0,000E+00	0,000E+00	
3,476E+01	5,797E-02	0,000E+00	0,000E+00	
3,480E+01	5,843E-02	0,000E+00	0,000E+00	
3,484E+01	5,819E-02	0,000E+00	0,000E+00	
3,488E+01	5,730E-02	0,000E+00	0,000E+00	
3,492E+01	5,585E-02	0,000E+00	0,000E+00	
3,496E+01	5,394E-02	0,000E+00	0,000E+00	
3,500E+01	5,171E-02	0,000E+00	0,000E+00	
3,504E+01	4,929E-02	0,000E+00	0,000E+00	
3,508E+01	4,679E-02	0,000E+00	0,000E+00	
3,512E+01	4,428E-02	0,000E+00	0,000E+00	
3,516E+01	4,184E-02	0,000E+00	0,000E+00	
3,520E+01	3,949E-02	0,000E+00	0,000E+00	
3,524E+01	3,725E-02	0,000E+00	0,000E+00	
3,528E+01	3,512E-02	0,000E+00	0,000E+00	
3,532E+01	3,312E-02	0,000E+00	0,000E+00	
3,536E+01	3,126E-02	0,000E+00	0,000E+00	
3,540E+01	2,956E-02	0,000E+00	0,000E+00	
3,544E+01	2,807E-02	0,000E+00	0,000E+00	
3,548E+01	2,682E-02	0,000E+00	0,000E+00	
3,552E+01	2,584E-02	0,000E+00	0,000E+00	
3,556E+01	2,517E-02	0,000E+00	0,000E+00	
3,560E+01	2,479E-02	0,000E+00	0,000E+00	
3,564E+01	2,471E-02	0,000E+00	0,000E+00	
3,568E+01	2,489E-02	0,000E+00	0,000E+00	
3,572E+01	2,527E-02	0,000E+00	0,000E+00	
3,576E+01	2,578E-02	0,000E+00	0,000E+00	
3,580E+01	2,633E-02	0,000E+00	0,000E+00	
3,584E+01	2,684E-02	0,000E+00	0,000E+00	
3,588E+01	2,725E-02	0,000E+00	0,000E+00	
3,592E+01	2,749E-02	0,000E+00	0,000E+00	
3,596E+01	2,753E-02	0,000E+00	0,000E+00	
3,600E+01	2,736E-02	0,000E+00	0,000E+00	
3,604E+01	2,700E-02	0,000E+00	0,000E+00	
3,608E+01	2,647E-02	0,000E+00	0,000E+00	
3,612E+01	2,584E-02	0,000E+00	0,000E+00	
3,616E+01	2,516E-02	0,000E+00	0,000E+00	
3,620E+01	2,448E-02	0,000E+00	0,000E+00	
3,624E+01	2,386E-02	0,000E+00	0,000E+00	
3,628E+01	2,333E-02	0,000E+00	0,000E+00	
3,632E+01	2,291E-02	0,000E+00	0,000E+00	
3,636E+01	2,261E-02	0,000E+00	0,000E+00	
3,640E+01	2,241E-02	0,000E+00	0,000E+00	
3,644E+01	2,230E-02	0,000E+00	0,000E+00	
3,648E+01	2,225E-02	0,000E+00	0,000E+00	
3,652E+01	2,225E-02	0,000E+00	0,000E+00	
3,656E+01	2,225E-02	0,000E+00	0,000E+00	
3,660E+01	2,223E-02	0,000E+00	0,000E+00	
3,664E+01	2,215E-02	0,000E+00	0,000E+00	
3,668E+01	2,199E-02	0,000E+00	0,000E+00	
3,672E+01	2,171E-02	0,000E+00	0,000E+00	
3,676E+01	2,131E-02	0,000E+00	0,000E+00	
3,680E+01	2,076E-02	0,000E+00	0,000E+00	
3,684E+01	2,008E-02	0,000E+00	0,000E+00	
3,688E+01	1,929E-02	0,000E+00	0,000E+00	
3,692E+01	1,842E-02	0,000E+00	0,000E+00	
3,696E+01	1,753E-02	0,000E+00	0,000E+00	
