[front_panel]
mode=T1 - R1
output=10 dB
gain=25 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=150
sound speed=2750
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
1,017E+01	4,684E-01	
1,018E+01	9,595E-01	
1,019E+01	1,929E+00	
1,021E+01	1,326E+00	
1,022E+01	1,993E+00	
1,023E+01	1,126E+00	
1,024E+01	4,753E-01	
1,025E+01	6,262E-01	
1,027E+01	1,322E+00	
1,028E+01	9,750E-01	
1,029E+01	2,180E+00	
1,030E+01	1,400E+00	
1,031E+01	1,464E+00	
1,033E+01	8,612E-01	
1,034E+01	5,554E-01	
1,035E+01	4,174E-01	
1,036E+01	1,935E+00	
1,038E+01	9,065E-01	
1,039E+01	1,667E+00	
1,040E+01	1,102E+00	
1,041E+01	5,164E-01	
1,042E+01	3,589E-01	
1,044E+01	1,528E+00	
1,045E+01	6,106E-01	
1,046E+01	1,568E+00	
1,047E+01	1,291E+00	
1,049E+01	6,578E-01	
1,050E+01	8,656E-01	
1,051E+01	9,778E-01	
1,052E+01	3,941E-01	
1,053E+01	1,851E+00	
1,055E+01	1,271E+00	
1,056E+01	1,016E+00	
1,057E+01	1,184E+00	
1,058E+01	5,610E-01	
1,060E+01	3,035E-01	
1,061E+01	1,278E+00	
1,062E+01	1,167E+00	
1,063E+01	9,837E-01	
1,064E+01	1,568E+00	
1,066E+01	3,237E-01	
1,067E+01	8,059E-01	
1,068E+01	9,835E-01	
1,069E+01	8,146E-01	
1,071E+01	1,000E+00	
1,072E+01	1,521E+00	
1,073E+01	5,061E-01	
1,074E+01	1,408E+00	
1,075E+01	8,462E-01	
1,077E+01	1,632E-01	
1,078E+01	8,711E-01	
1,079E+01	1,502E+00	
1,080E+01	8,101E-01	
1,082E+01	1,687E+00	
1,083E+01	1,236E+00	
1,084E+01	7,739E-01	
1,085E+01	7,617E-01	
1,086E+01	9,592E-01	
1,088E+01	7,534E-01	
1,089E+01	1,822E+00	
1,090E+01	1,372E+00	
1,091E+01	1,400E+00	
1,093E+01	1,070E+00	
1,094E+01	4,014E-01	
1,095E+01	3,615E-01	
1,096E+01	1,420E+00	
1,097E+01	1,274E+00	
1,099E+01	1,428E+00	
1,100E+01	1,358E+00	
1,101E+01	5,390E-01	
1,102E+01	2,916E-01	
1,104E+01	7,530E-01	
1,105E+01	8,635E-01	
1,106E+01	1,392E+00	
1,107E+01	1,564E+00	
1,108E+01	8,874E-01	
1,110E+01	6,837E-01	
1,111E+01	3,022E-01	
1,112E+01	6,698E-01	
1,113E+01	1,041E+00	
1,115E+01	1,301E+00	
1,116E+01	1,260E+00	
1,117E+01	8,740E-01	
1,118E+01	6,350E-01	
1,119E+01	4,605E-01	
1,121E+01	7,480E-01	
1,122E+01	1,246E+00	
1,123E+01	1,495E+00	
1,124E+01	1,121E+00	
1,125E+01	1,198E+00	
1,127E+01	2,981E-01	
1,128E+01	1,427E-01	
1,129E+01	9,889E-01	
1,130E+01	1,469E+00	
1,132E+01	1,299E+00	
1,133E+01	1,717E+00	
1,134E+01	5,575E-01	
1,135E+01	7,172E-01	
1,136E+01	9,870E-01	
1,138E+01	8,458E-01	
1,139E+01	1,325E+00	
1,140E+01	2,106E+00	
1,141E+01	9,207E-01	
1,143E+01	1,458E+00	
1,144E+01	9,906E-01	
1,145E+01	3,099E-01	
1,146E+01	1,223E+00	
1,147E+01	2,025E+00	
1,149E+01	9,798E-01	
1,150E+01	1,922E+00	
1,151E+01	1,349E+00	
1,152E+01	6,086E-01	
1,154E+01	1,263E+00	
1,155E+01	1,463E+00	
1,156E+01	1,012E+00	
1,157E+01	2,198E+00	
1,158E+01	1,123E+00	
1,160E+01	1,250E+00	
1,161E+01	1,305E+00	
1,162E+01	6,499E-01	
1,163E+01	1,117E+00	
1,165E+01	1,999E+00	
1,166E+01	9,686E-01	
1,167E+01	1,840E+00	
1,168E+01	1,332E+00	
1,169E+01	3,442E-01	
1,171E+01	1,008E+00	
1,172E+01	1,339E+00	
1,173E+01	7,680E-01	
1,174E+01	1,879E+00	
1,176E+01	1,087E+00	
1,177E+01	7,713E-01	
1,178E+01	8,907E-01	
1,179E+01	8,989E-01	
1,180E+01	5,311E-01	
1,182E+01	1,638E+00	
1,183E+01	8,426E-01	
1,184E+01	1,170E+00	
1,185E+01	7,844E-01	
1,187E+01	4,507E-01	
1,188E+01	3,919E-01	
1,189E+01	1,249E+00	
1,190E+01	8,130E-01	
1,191E+01	1,391E+00	
1,193E+01	6,473E-01	
1,194E+01	4,886E-01	
1,195E+01	2,594E-01	
1,196E+01	9,312E-01	
1,198E+01	8,049E-01	
1,199E+01	1,567E+00	
1,200E+01	5,196E-01	
1,201E+01	9,623E-01	
1,202E+01	1,211E-01	
1,204E+01	9,085E-01	
1,205E+01	6,300E-01	
1,206E+01	1,280E+00	
1,207E+01	6,247E-01	
1,208E+01	1,311E+00	
1,210E+01	2,074E-01	
1,211E+01	9,193E-01	
1,212E+01	6,793E-01	
1,213E+01	1,523E+00	
1,215E+01	6,343E-01	
1,216E+01	1,339E+00	
1,217E+01	2,307E-01	
1,218E+01	1,226E+00	
1,219E+01	6,157E-01	
1,221E+01	1,523E+00	
1,222E+01	8,708E-01	
1,223E+01	1,816E+00	
1,224E+01	4,228E-01	
1,226E+01	1,693E+00	
1,227E+01	5,991E-01	
1,228E+01	1,801E+00	
1,229E+01	9,036E-01	
1,230E+01	2,208E+00	
1,232E+01	6,449E-01	
1,233E+01	1,972E+00	
1,234E+01	4,146E-01	
1,235E+01	1,809E+00	
1,237E+01	8,105E-01	
1,238E+01	2,369E+00	
1,239E+01	6,559E-01	
1,240E+01	2,143E+00	
1,241E+01	2,168E-01	
1,243E+01	2,006E+00	
1,244E+01	6,562E-01	
1,245E+01	2,412E+00	
1,246E+01	7,801E-01	
1,248E+01	2,365E+00	
1,249E+01	3,224E-01	
