[front_panel]
mode=T1 - R1
output=10 dB
gain=15 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=2
begin=0
end=150
sound speed=2750
units=0

[ascan]
fft filter=0
fft middle=1
fft width=1
fft gate=0
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
1,061E+01	5,480E-01	
1,062E+01	5,708E-01	
1,063E+01	4,090E-01	
1,064E+01	7,758E-01	
1,066E+01	7,066E-01	
1,067E+01	4,826E-01	
1,068E+01	6,686E-01	
1,069E+01	4,425E-01	
1,071E+01	3,875E-01	
1,072E+01	5,190E-01	
1,073E+01	5,751E-01	
1,074E+01	6,854E-01	
1,075E+01	7,576E-01	
1,077E+01	5,594E-01	
1,078E+01	5,794E-01	
1,079E+01	3,075E-01	
1,080E+01	2,237E-01	
1,082E+01	5,529E-01	
1,083E+01	6,221E-01	
1,084E+01	5,582E-01	
1,085E+01	4,438E-01	
1,086E+01	5,096E-01	
1,088E+01	6,709E-01	
1,089E+01	2,420E-01	
1,090E+01	2,779E-01	
1,091E+01	4,599E-01	
1,093E+01	5,885E-01	
1,094E+01	3,955E-01	
1,095E+01	3,621E-01	
1,096E+01	3,384E-01	
1,097E+01	4,981E-01	
1,099E+01	5,567E-01	
1,100E+01	4,614E-01	
1,101E+01	2,051E-01	
1,102E+01	3,364E-01	
1,104E+01	2,420E-01	
1,105E+01	4,421E-01	
1,106E+01	4,542E-01	
1,107E+01	3,676E-01	
1,108E+01	5,071E-01	
1,110E+01	4,633E-01	
1,111E+01	6,795E-01	
1,112E+01	1,703E-01	
1,113E+01	2,456E-01	
1,115E+01	2,946E-01	
1,116E+01	2,556E-01	
1,117E+01	5,516E-01	
1,118E+01	3,712E-01	
1,119E+01	4,537E-01	
1,121E+01	4,395E-01	
1,122E+01	2,568E-01	
1,123E+01	4,162E-01	
1,124E+01	1,914E-01	
1,125E+01	2,384E-01	
1,127E+01	3,180E-01	
1,128E+01	5,443E-01	
1,129E+01	3,924E-01	
1,130E+01	3,278E-01	
1,132E+01	2,840E-01	
1,133E+01	4,427E-01	
1,134E+01	3,576E-02	
1,135E+01	3,613E-01	
1,136E+01	3,289E-02	
1,138E+01	4,312E-01	
1,139E+01	2,149E-01	
1,140E+01	2,842E-01	
1,141E+01	2,395E-01	
1,143E+01	2,758E-01	
1,144E+01	4,155E-01	
1,145E+01	4,367E-01	
1,146E+01	1,219E-01	
1,147E+01	2,318E-01	
1,149E+01	2,069E-01	
1,150E+01	2,216E-01	
1,151E+01	1,422E-01	
1,152E+01	3,642E-01	
1,154E+01	3,728E-01	
1,155E+01	1,808E-01	
1,156E+01	2,765E-01	
1,157E+01	1,560E-01	
1,158E+01	9,333E-02	
1,160E+01	3,036E-01	
1,161E+01	3,038E-01	
1,162E+01	2,285E-01	
1,163E+01	2,586E-01	
1,165E+01	1,496E-01	
1,166E+01	9,051E-02	
1,167E+01	2,563E-01	
1,168E+01	1,024E-01	
1,169E+01	2,140E-01	
1,171E+01	6,900E-02	
1,172E+01	4,126E-02	
1,173E+01	2,528E-01	
1,174E+01	1,802E-01	
1,176E+01	1,511E-01	
1,177E+01	8,470E-02	
1,178E+01	1,924E-01	
1,179E+01	1,050E-01	
1,180E+01	4,870E-02	
1,182E+01	4,372E-01	
1,183E+01	4,475E-02	
1,184E+01	3,773E-01	
1,185E+01	3,494E-01	
1,187E+01	3,242E-01	
1,188E+01	1,859E-01	
1,189E+01	4,211E-02	
1,190E+01	1,778E-01	
1,191E+01	2,515E-01	
1,193E+01	4,006E-01	
1,194E+01	4,120E-01	
1,195E+01	2,718E-01	
1,196E+01	2,134E-01	
1,198E+01	3,482E-01	
1,199E+01	8,631E-02	
1,200E+01	1,226E-01	
1,201E+01	4,603E-01	
1,202E+01	2,544E-01	
1,204E+01	1,993E-01	
1,205E+01	3,571E-01	
1,206E+01	2,559E-01	
1,207E+01	4,557E-01	
1,208E+01	1,388E-01	
1,210E+01	1,926E-01	
1,211E+01	1,062E-01	
1,212E+01	2,329E-01	
1,213E+01	1,384E-01	
1,215E+01	3,378E-01	
1,216E+01	4,298E-01	
1,217E+01	4,210E-02	
1,218E+01	3,808E-01	
1,219E+01	4,537E-01	
1,221E+01	2,772E-01	
1,222E+01	9,567E-02	
1,223E+01	5,282E-02	
1,224E+01	3,112E-01	
1,226E+01	3,871E-01	
1,227E+01	3,414E-01	
1,228E+01	4,298E-01	
1,229E+01	4,531E-01	
1,230E+01	3,497E-01	
1,232E+01	3,524E-01	
1,233E+01	2,342E-01	
1,234E+01	1,035E-01	
1,235E+01	4,909E-01	
1,237E+01	2,634E-01	
1,238E+01	4,196E-01	
1,239E+01	4,959E-01	
1,240E+01	4,451E-01	
1,241E+01	1,498E-01	
1,243E+01	2,748E-01	
1,244E+01	2,696E-01	
1,245E+01	2,800E-01	
1,246E+01	3,098E-01	
1,248E+01	4,374E-01	
1,249E+01	3,522E-01	
